"","ID","V8","V10","V12","V14","V16","V18","V20","V22","V24","V26","V28","V30","V32","V34","V36","V38","V40","V42","V44","V46","V48","V50","V52","V54","V56","V58","V60","V62","V64","V66","V68","V70","V72","V74","V76","V78","V80","V82","V84","V86","V88","V90"
"96","A96",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.77,3.8,3.8,3.8,3.8,6.1,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
"97","A97",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.71,4.46,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.27,4.2,4.03,4,4,4,4,4,4,4,4
"98","A98",5,5,5.46,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,4.95,4.7,4.7,4.99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.3,4.3,4.3,4.3,4.3,4.3,4.3
"99","A99",5,5,5,5,5,5,4.53,4.06,4,4,4,4,4,3.49,3.1,2.63,2.7,2.4,2.4,2.4,2.34,2.14,2,2,2,2,2,2,2,2,2,2,2,1.52,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
"100","A100",5,4.41,4.31,3.64,2.99,3.18,3.3,3.3,3.3,3.3,3.09,3.28,3.19,3,3,3,2.96,2.92,2.94,2.09,2,2.08,1.84,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.67,1.6,1.6
"101","A101",5,5,5,5,5,5,5,5,5,5,5,5,4.82,4.08,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.7,5.1,4.59,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
"102","A102",5,5,5.26,5.3,5.3,5.3,5.3,5.3,5.3,5.4,5.4,5.4,5.4,5.4,5.5,5.5,5.5,5.5,5.5,5.41,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.39,5.3,5.3,5.3,5.3,5.3,5.3,5.22,5.2,5.2,5.2,5.2,5.2,5.2,5.2
"103","A103",5,4.98,4.77,4.6,4.54,4.54,4.56,4.69,4.69,4.77,4.94,5.02,5.06,5.06,4.91,4.58,4.58,4.75,4.82,4.86,4.9,4.92,5.1,5.52,5.75,5.81,5.84,5.86,5.85,5.61,5.46,5.27,5.07,4.79,4.78,4.78,4.61,4.55,4.72,4.56,4.47,4.74
"104","A104",5,5,6.09,6.53,7.1,7.7,8,8.36,8.71,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"105","A105",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.93,4.12,4.1,4.1,4.04,5.41,5.5,5.5,5.56,5.78,4.2,4.2,4.2,4.2,4.01,4,4,3.92,3.7,3.7,3.7,3.63,3.31
"106","A106",5,5,5,5,5,5,4.53,4,4,4,4,4,4,4,4,4,4,4,4.3,4.98,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"107","A107",5,5,5,5,5,5.6,6.99,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.92,7.01,7.17,7.17,7.17,7.17,7.17,7.17,7.17,7.17,7.17,7.17,7.17,7.17,6.18,6.08,6.08,6.08,6.08,6.08,5.09,5.01,5.01
"108","A108",5,5,4.78,4.6,4.3,4.06,3.87,3.64,3.26,3,3,3,3,3,2.96,2.64,2,2,2,2,2,2,2,2,2,2,2,2,2.66,3.06,3,3,3,3,3,3,3,3,3,3,3,3
"109","A109",4.97,4.54,4.4,4.37,4.32,4.13,3.58,2.47,2.61,2.62,2.98,2.63,3.15,2.98,2.66,2.98,2.6,2.74,2.38,2.78,2.29,2.92,2.43,2.8,2.46,2.76,2.4,2.68,2.63,2.4,2.4,2.52,3.26,2.66,2.71,2.63,2.23,3.11,3.79,4.1,4.2,4.26
"110","A110",5,4.92,4.71,4.14,3.77,3.33,2.96,2.77,2.56,2.33,2,2.08,1.97,2.06,2.01,2.05,1.98,1.96,1.93,1.95,2.21,2.63,3.32,3.82,4.51,5.06,5.48,5.98,6.13,6.18,6.36,6.28,6.37,6.73,6.63,6.3,6.21,5.61,5.46,5.79,5.89,5.9
"111","A111",5,5,5,4.99,4.39,4,4,3.89,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.93,4.74,5.75,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.87,6.03,5.19,4.99,4.99,4.99,4.99,4.97,4.6,4.6,4.6
"112","A112",5,5,5,5,5,5,5,5,5,5,5,4.99,4.99,4.99,4.26,4.26,4.26,4.26,4.26,3.97,4,4,4.22,4.22,4.22,4.22,4.24,4.24,4.24,4.24,4.24,4.04,4,4,4,4,4,4,4,4,4,4
"113","A113",5,5,5,4.4,3.53,2.8,2.63,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.92,2.46,2.92,2.42,2.13,1.96,2.64,3.33,3.89,4.36,3.78,3.5,3.38,3.01,3,3.11,3.47,3.17,3.17,3.98,3.31,2.83,2.8,2.8,2.8
"114","A114",5,5.12,5.4,5.27,5.5,5.15,4.71,4.67,4.87,5.5,5.72,5.99,5.61,5.66,5.4,5.23,5.22,5.4,5.59,5.15,4.83,4.6,4.6,4.71,4.6,4.51,4.44,4.3,4.17,4.1,4.22,4.12,3.91,3.76,3.7,3.66,3.51,3.3,3.31,3.26,3.05,3.1
"115","A115",5,4.97,4.9,4.9,4.9,5.1,5.2,5.28,5.2,5.3,5.27,5.3,5.3,5.3,5.4,5.4,5.51,5.99,6,6,6.38,6.52,7,7,7,7,7,7,7,7,7,7,7,7,7,7.17,7.47,7.8,7.8,7.8,7.97,7.9
"116","A116",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.01,4.17,3.49,3.49,3.49,3.49,3.49
"117","A117",5,5,5,5,5,5,5,5.21,5.36,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.63,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
"118","A118",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.46,4.4,4.4,4.4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"119","A119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","A120",5,5,4.8,4.8,4.8,4.77,4.7,4.7,4.66,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.83,5.43,5.96,5.88,6,6,6.1,6.1,6.1,6.1,6.49,6.6,6.6,6.6,6.6,6.6,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
"121","A121",5,5,4.87,4.01,4,4,4,3.72,3,3,3,3,3,3,2.99,2,2,2,1.94,1,1,1,1,1,1,1.08,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.94,3.6
"122","A122",5,5,5.02,8.58,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"123","A123",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
