"","ID","V8","V10","V12","V14","V16","V18","V20","V22","V24","V26","V28","V30","V32","V34","V36","V38","V40","V42","V44","V46","V48","V50","V52","V54","V56","V58","V60","V62","V64","V66","V68","V70","V72","V74","V76","V78","V80","V82","V84","V86","V88","V90"
"93","A93",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.8,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,5.58,6.01,6.01
"94","A94",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"95","A95",5,4.76,3.76,3.6,3.6,3.6,3.3,3.3,3.3,3.3,3.22,3.2,3.2,3.2,2.9,3.21,4.23,4.87,5.17,5.4,5.4,5.4,5.4,5.6,5.63,5.66,5.7,5.7,5.59,5.32,5.3,5.3,4.62,4,3.57,3,2.9,2.9,2.9,2.9,2.9,2.9
"96","A96",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.04,7.2,7.2,7.2,7.2,7.2,7.2,6.37,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
"97","A97",5,5,5,5,5,5,5,5,5,5,5,5,5,5.14,5.4,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.52,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
"98","A98",5,5,4.54,2.88,1.94,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.66,2.1,2.1,2.1,2.1,2.1,2.1,2.48,2.6,2.6,2.6,2.62,2.88,3,3.39,3.4,3.4,3.4,3.4,3.4,3.4,3.4,2.52,2.3,2.3,2.3,2.3,2.3,2.3,2.3
"99","A99",5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.76,3.9,3.9,3.9,3.9,3.9,3.82,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
"100","A100",5,5,4.58,3.74,3.14,2.5,2.5,2.49,2.3,2.18,3.97,3.73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.37,1.04,1
"101","A101",5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.8,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,3,3,3,3
"102","A102",5,5,5,4.8,4.8,4.78,4.7,4.7,4.7,4.68,4.6,4.6,4.6,4.6,4.6,4.6,4.7,4.8,4.8,4.89,4.9,5,5.1,5.1,5.1,5.1,5.11,5.2,5.2,5.2,5.2,5.3,5.3,5.3,5.27,5.1,5.1,5,4.9,5,5,4.91
"103","A103",5,4.9,4.6,4.44,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.38,3.93,4,4,4,4,4,4,4,3.96,4,4,4,4,4,4,4,4,4,4,4,3.53,3.4,3.4,3.4,3.4,3.4,3.4,3.1
"104","A104",5,5,5.03,4.6,4.5,4.5,4.5,4.5,4.26,4.28,4.1,4.1,4.1,4.09,3.51,3.45,3.4,3.4,3.4,3.4,4.06,4.24,4.35,3.6,3.31,3.3,3.46,2.98,2.79,2.66,2.6,2.6,2.5,2.5,2.43,2.3,2.2,2.2,2.2,2.2,2.2,1.77
"105","A105",5,5,5,4.71,4.36,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.57,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,4.18,3.28
"106","A106",5,5,5,5,5,5,5,5,3.57,2.66,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.69,3.36,3.5,3.5,3.66,3.74
"107","A107",5,5,5,4.82,2.03,2,2,2,2,2,2,2,2,2,2,1.74,1.46,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.5,1.94,1.94,1.94,1.51,1.44,1.44,1.44,1.32,1.24,1.24,1.1
"108","A108",5,5,5,5,3.7,3.7,3.7,3.7,3.7,3.7,3.37,3,3,3,3,4.5,5.68,6,5.11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"109","A109",5,4.31,3.84,3.41,2.97,2.67,3.04,2.89,2.7,2.73,3.02,2.79,2.31,1.94,1.58,1.1,1.13,1.19,1.4,2.44,3.31,4.19,3.37,3.14,2.44,2.44,2.24,2.09,1.96,2.13,1.79,2.12,1.79,1.79,1.34,1.47,1.6,1.62,1.8,1.8,2.19,1.67
"110","A110",4.94,4.94,4.66,4.4,4.04,3.64,3.22,2.87,2.63,2.6,2.51,2.27,2.01,1.97,2,2.01,2.02,2.04,1.98,2.02,2.04,2.13,2.2,2.16,1.93,1.91,1.87,2.03,2.03,1.64,1.2,1.29,1.32,1.33,1.18,1.38,1.36,1.36,1.38,1.67,2.06,1.62
"111","A111",5,5,5,5,5,5,5,5.13,4.89,4.56,4.36,4.18,5.23,6.04,6.45,6.58,6.58,6.59,6.65,6.84,6.85,7.01,7.01,7.01,7.01,7.05,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,6.41,5.79,5.75,5.91,5.92,5.92
"112","A112",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.99,4.61,4.6,4.6,4.6,4.46,4.46,4.46,4.46,4.42,4.39,4.39,4.39,4.39,4.39,4.39
"113","A113",5,5,5,4.99,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
"114","A114",5,4.96,4.51,4.2,3.77,3.57,3.4,3.63,3.33,3.82,3.73,3.5,3.2,3,2.82,3,3.03,2.81,2.61,2.42,2.43,2.53,2.7,2.61,2.5,2.4,2.36,2.4,2.3,2.25,2.17,2.1,2,2.38,2.01,1.76,1.85,2,2.18,2.74,3.02,2.14
"115","A115",5,5,5,5,5,5,5,5,5,5,5.2,5.88,6.14,6.52,6.86,7.19,7.57,7.69,7.4,7.53,7.8,7.87,7.9,8,8.02,8.24,8.38,8.42,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.74,8.78,8.7,8.7,8.7,8.83,9
"116","A116",5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.09,3.4,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06
"117","A117",5,5,5,5,5,5,5,5,5,4.92,4.7,4.87,5,5,5,5,5,5,5,5.17,5.33,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
"118","A118",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.3,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.89,6.54,6.5
"119","A119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","A120",5,5,5,5,5,5,5,5,5,5,4.82,5.18,5.47,5.4,5.2,5.2,5.2,5.2,4.67,5.22,5.69,5.8,5.8,5.8,5.8,5.91,6,6,6.02,6.23,6.3,6.3,6.3,6.22,5.96,5.81,5.7,5.7,5.62,5.89,6.2,6.28
"121","A121",5,5,4.66,3,3,3,3,3,3,3,3,2.99,1.71,1,1,1,1,1,1,1,1,1,1,1.02,1.54,3.5,3.71,4.6,4.92,4,3.33,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.55
"122","A122",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.61,4,4,4,4,4,4,4,4,4,4,4,4
"123","A123",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.1,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
